number;date;year;session;plot;transect;block;cage;species;invasiveness;density;treatment;actual_treatment;failed_exc;survival_detailed;survival;viability;damage;weevil;root_lenght;shoot_lenght;notes
1847;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1848;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1849;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1850;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1851;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1852;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1853;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1854;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1855;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROexclusion;RO;invasive;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1856;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1857;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1858;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1859;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1860;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1861;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1862;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1863;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1864;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1865;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1866;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1867;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1868;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1869;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1870;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1871;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1872;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1873;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1874;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1875;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1876;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1877;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1878;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1879;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1880;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1881;09/07/2022;2022;s1_22;wild_far;wf1;F13;wf1F13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1882;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2SOexclusion;SO;native;2;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;errore nella disposizione delle densità
1883;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2SOexclusion;SO;native;2;exclusion;exclusion;ok;not_ger;not_ger;viable;insect;inside_alive;NA;NA;errore nella disposizione delle densità
1884;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2SOcontrol;SO;native;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;errore nella disposizione delle densità
1885;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2SOcontrol;SO;native;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;seedling collected but prob old + errore nella disposizione delle densità
1886;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2ROexclusion;RO;invasive;2;exclusion;exclusion;ok;damaged;damaged;not_viable;animal;NA;NA;NA;errore nella disposizione delle densità
1887;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2ROexclusion;RO;invasive;2;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;errore nella disposizione delle densità
1888;09/07/2022;2022;s1_22;wild_far;wf1;G2;wf1G2ROcontrol;RO;invasive;2;control;control;ok;missing;missing;missing;NA;NA;NA;NA;errore nella disposizione delle densità
1889;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1890;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1891;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1892;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1893;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1894;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1895;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1896;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1897;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1898;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1899;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1900;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1901;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1902;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1903;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1904;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1905;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOexclusion;SO;native;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1906;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1907;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1908;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1909;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1910;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1911;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1912;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1913;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1914;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1915;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1916;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1917;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1918;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1919;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1920;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1921;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1922;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROexclusion;RO;invasive;17;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;# am
1923;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;ger_root;germinated;viable;insect;inside_alive;0,3;NA;
1924;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1925;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1926;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1927;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1928;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1929;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1930;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1931;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1932;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1933;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1934;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1935;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1936;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1937;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1938;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1939;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17SOcontrol;SO;native;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1940;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1941;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1942;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1943;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1944;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1945;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1946;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1947;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1948;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1949;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1950;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1951;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1952;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1953;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1954;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1955;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1956;09/07/2022;2022;s1_22;wild_far;wf1;H17;wf1H17ROcontrol;RO;invasive;17;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1957;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;hole visible
1958;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1959;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;no visible hole but galleries
1960;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOexclusion;SO;native;5;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1961;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOexclusion;SO;native;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1962;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROexclusion;RO;invasive;5;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1963;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROexclusion;RO;invasive;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1964;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROexclusion;RO;invasive;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1965;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROexclusion;RO;invasive;5;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;or disseccated
1966;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROexclusion;RO;invasive;5;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1967;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1968;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1969;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1970;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1971;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5SOcontrol;SO;native;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1972;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1973;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1974;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1975;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROcontrol;RO;invasive;5;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
1976;09/07/2022;2022;s1_22;wild_far;wf1;I5;wf1I5ROcontrol;RO;invasive;5;control;control;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1977;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1978;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1979;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;big caterpillar galleries
1980;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;big caterpillar galleries
1981;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1982;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;big caterpillar galleries
1983;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;big caterpillar galleries
1984;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1985;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOexclusion;SO;native;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1986;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;pupa;NA;NA;
1987;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;hole
1988;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1989;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1990;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1991;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
1992;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1993;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
1994;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROexclusion;RO;invasive;9;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
1995;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1996;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1997;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1998;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
1999;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2000;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2001;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2002;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2003;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9SOcontrol;SO;native;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2004;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2005;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2006;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2007;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2008;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2009;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2010;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
2011;09/07/2022;2022;s1_22;wild_far;wf1;J9;wf1J9ROcontrol;RO;invasive;9;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
